2016-03-16 15:50:35 - PHP Notice:  Undefined variable: token in /opt/lampp/htdocs/cart/admin/view/template/common/menu.tpl on line 5
2016-03-16 20:16:32 - PHP Notice:  iconv(): Wrong charset, conversion from `UTF8' to `GBK' is not allowed in /opt/lampp/htdocs/cart/admin/model/import/goodslist.php on line 10
2016-03-16 20:16:32 - PHP Notice:  iconv(): Wrong charset, conversion from `UTF8' to `GBK' is not allowed in /opt/lampp/htdocs/cart/admin/model/import/goodslist.php on line 10
2016-03-16 20:16:32 - PHP Notice:  iconv(): Wrong charset, conversion from `UTF8' to `GBK' is not allowed in /opt/lampp/htdocs/cart/admin/model/import/goodslist.php on line 10
2016-03-16 20:16:32 - PHP Notice:  iconv(): Wrong charset, conversion from `UTF8' to `GBK' is not allowed in /opt/lampp/htdocs/cart/admin/model/import/goodslist.php on line 10
2016-03-16 20:17:53 - PHP Notice:  iconv(): Detected an illegal character in input string in /opt/lampp/htdocs/cart/admin/model/import/goodslist.php on line 10
2016-03-16 20:17:53 - PHP Notice:  iconv(): Detected an illegal character in input string in /opt/lampp/htdocs/cart/admin/model/import/goodslist.php on line 10
2016-03-16 20:17:53 - PHP Notice:  iconv(): Detected an illegal character in input string in /opt/lampp/htdocs/cart/admin/model/import/goodslist.php on line 10
2016-03-16 20:17:53 - PHP Notice:  iconv(): Detected an illegal character in input string in /opt/lampp/htdocs/cart/admin/model/import/goodslist.php on line 10
2016-03-16 20:17:53 - PHP Notice:  iconv(): Detected an illegal character in input string in /opt/lampp/htdocs/cart/admin/model/import/goodslist.php on line 10
2016-03-16 20:17:53 - PHP Notice:  iconv(): Detected an illegal character in input string in /opt/lampp/htdocs/cart/admin/model/import/goodslist.php on line 10
2016-03-16 20:17:53 - PHP Notice:  iconv(): Detected an illegal character in input string in /opt/lampp/htdocs/cart/admin/model/import/goodslist.php on line 10
2016-03-16 20:17:53 - PHP Notice:  iconv(): Detected an illegal character in input string in /opt/lampp/htdocs/cart/admin/model/import/goodslist.php on line 10
2016-03-16 20:17:53 - PHP Notice:  iconv(): Detected an illegal character in input string in /opt/lampp/htdocs/cart/admin/model/import/goodslist.php on line 10
2016-03-16 20:17:53 - PHP Notice:  iconv(): Detected an illegal character in input string in /opt/lampp/htdocs/cart/admin/model/import/goodslist.php on line 10
2016-03-16 20:17:53 - PHP Notice:  iconv(): Detected an illegal character in input string in /opt/lampp/htdocs/cart/admin/model/import/goodslist.php on line 10
2016-03-16 20:17:53 - PHP Notice:  iconv(): Detected an illegal character in input string in /opt/lampp/htdocs/cart/admin/model/import/goodslist.php on line 10
2016-03-16 20:17:53 - PHP Notice:  iconv(): Detected an illegal character in input string in /opt/lampp/htdocs/cart/admin/model/import/goodslist.php on line 10
2016-03-16 20:17:53 - PHP Notice:  iconv(): Detected an illegal character in input string in /opt/lampp/htdocs/cart/admin/model/import/goodslist.php on line 10
2016-03-16 20:17:53 - PHP Notice:  iconv(): Detected an illegal character in input string in /opt/lampp/htdocs/cart/admin/model/import/goodslist.php on line 10
2016-03-20 19:46:59 - PHP Notice:  Undefined index: route in /opt/lampp/htdocs/cart/index.php on line 266
2016-03-20 19:47:39 - PHP Notice:  Undefined index: route in /opt/lampp/htdocs/cart/index.php on line 266
